name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,platform_group
TOM CLANCY'S SPLINTER CELL,GBA,2003,Action,0.07,0.03,0.0,0.0,77.0,86.0,T,0.1,Nintendo
BULLET WITCH,X360,2006,Shooter,0.07,0.01,0.02,0.01,55.0,61.0,M,0.11,Xbox
SPIDER-MAN WEB OF SHADOWS,DS,2008,Action,0.09,0.0,0.0,0.01,77.0,75.0,E10+,0.09999999999999999,Nintendo
PINBALL HALL OF FAME THE WILLIAMS COLLECTION,3DS,2011,Misc,0.09,0.0,0.0,0.01,67.0,73.0,E10+,0.09999999999999999,Nintendo
ROLLING STONE DRUM KING,Wii,2009,Misc,0.09,0.0,0.0,0.01,32.0,18.0,T,0.09999999999999999,Nintendo
NBA BALLERS REBOUND,PSP,2006,Sports,0.09,0.0,0.0,0.01,69.0,77.0,E,0.09999999999999999,Playstation
MARVEL VS CAPCOM CLASH OF SUPER HEROES,DC,1999,Fighting,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Other
SILENT SCOPE COMPLETE,XB,2004,Shooter,0.07,0.02,0.0,0.0,69.0,74.0,M,0.09000000000000001,Xbox
KING'S FIELD THE ANCIENT CITY,PS2,2001,Role-Playing,0.05,0.04,0.0,0.01,60.0,85.0,T,0.09999999999999999,Playstation
LEGO ROCK RAIDERS,PS,1999,Strategy,0.06,0.04,0.0,0.01,71.0,75.0,,0.11,Playstation
GHOST IN THE SHELL,PS,1997,Simulation,0.06,0.04,0.0,0.01,71.0,75.0,,0.11,Playstation
LEISURE SUIT LARRY BOX OFFICE BUST,PS3,2009,Adventure,0.06,0.03,0.0,0.01,17.0,17.0,M,0.09999999999999999,Playstation
ATTACK OF THE MOVIES 3D,Wii,2010,Shooter,0.09,0.0,0.0,0.01,39.0,75.0,T,0.09999999999999999,Nintendo
MONKEY MISCHIEF! PARTY TIME,Wii,2008,Misc,0.09,0.0,0.0,0.01,71.0,75.0,E10+,0.09999999999999999,Nintendo
EVIL DEAD FISTFULL OF BOOMSTICK,XB,2003,Action,0.07,0.02,0.0,0.0,71.0,75.0,,0.09000000000000001,Xbox
TOM CLANCY'S CLASSIC TRILOGY,XB,2004,Shooter,0.07,0.02,0.0,0.0,71.0,75.0,M,0.09000000000000001,Xbox
HARVEST MOON DS CUTE (JP SALES),DS,2005,Simulation,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
LITTLE LEAGUE WORLD SERIES BASEBALL 2010,X360,2010,Sports,0.09,0.0,0.0,0.01,55.0,75.0,E,0.09999999999999999,Xbox
INDIGO PROPHECY,XB,2005,Adventure,0.07,0.03,0.0,0.0,84.0,77.0,M,0.1,Xbox
BLEACH DARK SOULS (JP SALES),DS,2007,Fighting,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
KIKU! KAKU! KOTOBA O FUYASU! HAJIMETE NO EIGO TRAINING,DS,2007,Misc,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
GENERATOR REX AGENT OF PROVIDENCE,3DS,2011,Action,0.07,0.02,0.0,0.01,71.0,75.0,E10+,0.1,Nintendo
OVER THE HEDGE,XB,2006,Platform,0.07,0.02,0.0,0.0,61.0,75.0,E10+,0.09000000000000001,Xbox
CABELA'S NORTH AMERICAN ADVENTURES,PSP,2010,Sports,0.09,0.0,0.0,0.01,71.0,78.0,T,0.09999999999999999,Playstation
WORLD SERIES OF POKER 2008 BATTLE FOR THE BRACELETS,PS3,2007,Misc,0.08,0.01,0.0,0.01,75.0,75.0,T,0.09999999999999999,Playstation
SNEAKERS,XB,2002,Puzzle,0.07,0.02,0.0,0.0,28.0,46.0,E,0.09000000000000001,Xbox
CRIME CRACKERS,PS,1994,Role-Playing,0.0,0.0,0.09,0.01,71.0,75.0,,0.09999999999999999,Playstation
NHL 2K6,X360,2005,Sports,0.09,0.0,0.0,0.01,75.0,61.0,E10+,0.09999999999999999,Xbox
SCORE INTERNATIONAL BAJA 1000 THE OFFICIAL GAME,Wii,2008,Racing,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
MICRO MACHINES V3,PS,1997,Racing,0.06,0.04,0.0,0.01,71.0,75.0,,0.11,Playstation
X-MEN DESTINY,Wii,2011,Action,0.07,0.02,0.0,0.01,36.0,45.0,T,0.1,Nintendo
COLLEGE HOOPS 2K6,XB,2005,Sports,0.07,0.02,0.0,0.0,82.0,92.0,E,0.09000000000000001,Xbox
CONTACT,DS,2006,Role-Playing,0.07,0.0,0.03,0.01,73.0,82.0,E10+,0.11,Nintendo
WARHAMMER 40000 DAWN OF WAR II - CHAOS RISING,PC,2010,Strategy,0.08,0.01,0.0,0.01,71.0,75.0,,0.09999999999999999,PC
SAKURA WARS 2 KIMI SHINITAMOU KOTO NAKARE,DC,2000,Adventure,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Other
IDOL JANSHI SUCHIE-PAI REMIX,SAT,1995,Misc,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Other
NBA 2K16,PC,2015,Sports,0.03,0.06,0.0,0.01,71.0,57.0,E10+,0.09999999999999999,PC
EXHIBITION VOLUME 03,XB,2003,Misc,0.07,0.02,0.0,0.0,71.0,75.0,,0.09000000000000001,Xbox
FATE/HOLLOW ATARAXIA,PSV,2014,Adventure,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
MARVEL SUPER HERO SQUAD THE INFINITY GAUNTLET,3DS,2011,Action,0.07,0.02,0.0,0.01,54.0,75.0,E10+,0.1,Nintendo
HARVEY BIRDMAN ATTORNEY AT LAW,PSP,2008,Adventure,0.09,0.0,0.0,0.01,62.0,80.0,T,0.09999999999999999,Playstation
ZERO4 CHAMP RR-Z,SNES,1995,Racing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
INITIAL D STREET STAGE,PSP,2006,Racing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
TALES OF INNOCENCE R,PSV,2012,Role-Playing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
HARRY POTTER AND THE DEATHLY HALLOWS - PART 2,PC,2011,Action,0.05,0.04,0.0,0.01,43.0,50.0,,0.09999999999999999,PC
NICKTOONS MLB,DS,2011,Sports,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
TOM CLANCY'S HAWX 2,Wii,2010,Action,0.06,0.03,0.0,0.01,47.0,75.0,T,0.09999999999999999,Nintendo
PREDATOR CONCRETE JUNGLE,XB,2005,Action,0.07,0.02,0.0,0.0,46.0,80.0,M,0.09000000000000001,Xbox
LUCKY * STAR RYOUOU GAKUEN OUTOUSAI,PS2,2008,Adventure,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
START THE PARTY! SAVE THE WORLD,PS3,2011,Misc,0.0,0.08,0.0,0.02,71.0,75.0,,0.1,Playstation
OPOONA,Wii,2007,Role-Playing,0.08,0.0,0.01,0.01,65.0,77.0,E10+,0.09999999999999999,Nintendo
BIG LEAGUE SPORTS,Wii,2008,Sports,0.09,0.01,0.0,0.01,71.0,14.0,E,0.10999999999999999,Nintendo
NARUTO SHIPPUDEN GEKITO NINJA TAISEN! EX,Wii,2007,Fighting,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
UNIVERSAL STUDIOS THEME PARKS ADVENTURE,GC,2001,Misc,0.08,0.02,0.0,0.0,39.0,29.0,T,0.1,Nintendo
NIHON KEIZAI SHINBUNSHA KANSHUU SHIRANAI MAMADE WA SON O SURU MONO YA OKANE NO SHIKUMI DS,DS,2009,Misc,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
STEINSGATE,PSV,2013,Adventure,0.04,0.04,0.0,0.02,83.0,92.0,M,0.1,Playstation
PIGLET'S BIG GAME,PS2,2003,Platform,0.05,0.04,0.0,0.01,71.0,75.0,E,0.09999999999999999,Playstation
REAL BOUT GAROU DENSETSU,SAT,1996,Fighting,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Other
PRINNY 2 DAWN OF OPERATION PANTIES DOOD!,PSP,2010,Platform,0.05,0.0,0.03,0.01,71.0,75.0,,0.09,Playstation
PROJECT FIFA WORLD CUP,PS2,2002,Sports,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
ROCKY LEGENDS,XB,2004,Action,0.07,0.02,0.0,0.0,67.0,52.0,T,0.09000000000000001,Xbox
THE BIGS 2,PSP,2009,Sports,0.09,0.0,0.0,0.01,67.0,75.0,E10+,0.09999999999999999,Playstation
LORD OF APOCALYPSE,PSP,2011,Role-Playing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
DORA & KAI-LAN'S PET SHELTER,DS,2011,Strategy,0.08,0.01,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
FAMICOM MINI FAMICOM TANTEI CLUB PART II - USHIRO NI TATSU SHOUJO ZENKOUHEN,GBA,2004,Adventure,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
NANCY DREW THE MODEL MYSTERIES,DS,2010,Puzzle,0.09,0.0,0.0,0.01,71.0,75.0,E10+,0.09999999999999999,Nintendo
HIGURASHI NO NAKUKORU NI KIZUNA DAI-NI-KAN - SOU,DS,2008,Adventure,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
CATE WEST THE VANISHING FILES,DS,2008,Adventure,0.08,0.01,0.0,0.01,68.0,75.0,E10+,0.09999999999999999,Nintendo
STAR TREK SHATTERED UNIVERSE,PS2,2004,Simulation,0.05,0.04,0.0,0.01,42.0,83.0,E,0.09999999999999999,Playstation
FIFI AND THE FLOWERTOTS,DS,2009,Misc,0.0,0.09,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
THE LAND BEFORE TIME GREAT VALLEY RACING ADVENTURE,PS,2001,Racing,0.05,0.04,0.0,0.01,71.0,75.0,,0.09999999999999999,Playstation
SYSTEM FLAW,DS,2009,Shooter,0.09,0.0,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
ULTRA STREET FIGHTER IV,PS4,2015,Fighting,0.0,0.08,0.0,0.01,71.0,59.0,T,0.09,Playstation
EVE VALKYRIE,PS4,2016,Shooter,0.03,0.05,0.0,0.02,73.0,63.0,T,0.1,Playstation
DRAGON BALL EVOLUTION,PSP,2009,Fighting,0.09,0.0,0.0,0.01,28.0,9.0,T,0.09999999999999999,Playstation
THE WALKING DEAD SEASON TWO,X360,2014,Adventure,0.04,0.05,0.0,0.01,71.0,75.0,,0.09999999999999999,Xbox
THE CREW WILD RUN,PS4,2015,Action,0.0,0.08,0.0,0.01,73.0,68.0,T,0.09,Playstation
PAJAMA SAM DON'T FEAR THE DARK,Wii,2008,Adventure,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
THE WALKING DEAD SEASON TWO,PSV,2014,Adventure,0.07,0.0,0.01,0.02,71.0,75.0,,0.1,Playstation
MTX MOTOTRAX,XB,2004,Racing,0.07,0.02,0.0,0.0,79.0,75.0,E,0.09000000000000001,Xbox
BLAST CHAMBER,PS,1996,Shooter,0.05,0.04,0.0,0.01,71.0,75.0,,0.09999999999999999,Playstation
CHAMPIONSHIP PONY,DS,2008,Simulation,0.09,0.0,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
NASCAR UNLEASHED,PS3,2011,Racing,0.09,0.0,0.0,0.01,71.0,75.0,E,0.09999999999999999,Playstation
CODEREALIZE - SOUSEI NO HIMEGIMI,PSV,2014,Adventure,0.05,0.0,0.03,0.02,71.0,75.0,,0.1,Playstation
NATURAL DOCTRINE,PS4,2014,Role-Playing,0.05,0.02,0.02,0.01,53.0,60.0,M,0.1,Playstation
NEVERDEAD,X360,2012,Shooter,0.06,0.03,0.0,0.01,52.0,55.0,M,0.09999999999999999,Xbox
EYETOY OPERATION SPY,PS2,2005,Action,0.05,0.04,0.0,0.01,53.0,75.0,E,0.09999999999999999,Playstation
MOTOGP 07,PS2,2007,Racing,0.05,0.04,0.0,0.01,62.0,91.0,E,0.09999999999999999,Playstation
BLADES OF TIME,PS3,2012,Action,0.04,0.03,0.01,0.01,53.0,72.0,M,0.09,Playstation
DISNEY SING IT! HIGH SCHOOL MUSICAL 3 SENIOR YEAR,X360,2009,Misc,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Xbox
THOR GOD OF THUNDER,3DS,2011,Action,0.06,0.03,0.0,0.01,55.0,42.0,T,0.09999999999999999,Nintendo
OPTION TUNING CAR BATTLE,PS,1998,Racing,0.0,0.0,0.09,0.01,71.0,75.0,,0.09999999999999999,Playstation
RIDGE RACER 2,PSP,2006,Racing,0.0,0.02,0.07,0.01,71.0,75.0,,0.1,Playstation
PRO EVOLUTION SOCCER 2016,X360,2015,Sports,0.04,0.05,0.0,0.01,71.0,70.0,E,0.09999999999999999,Xbox
DERBY JOCKEY 2,SNES,1995,Sports,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
CUBIC NINJA,3DS,2011,Platform,0.05,0.04,0.0,0.01,51.0,59.0,E,0.09999999999999999,Nintendo
FAMICOM MINI MAPPY,GBA,2004,Platform,0.0,0.0,0.09,0.0,71.0,75.0,,0.09,Nintendo
BEN 10 GALACTIC RACING,X360,2011,Racing,0.07,0.02,0.0,0.01,71.0,75.0,E,0.1,Xbox
REIGN OF FIRE,XB,2002,Shooter,0.07,0.02,0.0,0.0,54.0,75.0,M,0.09000000000000001,Xbox
DESCENT MAXIMUM,PS,1997,Shooter,0.05,0.04,0.0,0.01,71.0,75.0,,0.09999999999999999,Playstation
F1 2014,PC,2014,Racing,0.0,0.09,0.0,0.01,61.0,48.0,E,0.09999999999999999,PC
KING OF CLUBS MINI GOLF,Wii,2008,Sports,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
HARVEST MOON FRANTIC FARMING,DS,2009,Puzzle,0.08,0.0,0.0,0.01,72.0,68.0,E,0.09,Nintendo
ANGRY BIRDS STAR WARS,WiiU,2013,Strategy,0.05,0.04,0.0,0.01,71.0,68.0,E,0.09999999999999999,Nintendo
PETZ HAMSTERZ SUPERSTARZ,DS,2009,Simulation,0.09,0.0,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
BLUE DRAGON AWAKENED SHADOW,DS,2009,Role-Playing,0.06,0.0,0.03,0.0,63.0,66.0,E10+,0.09,Nintendo
STAR WARS LETHAL ALLIANCE,DS,2006,Action,0.08,0.01,0.0,0.01,57.0,75.0,E10+,0.09999999999999999,Nintendo
SHINING FORCE EXA,PS2,2007,Role-Playing,0.0,0.0,0.1,0.0,64.0,73.0,E10+,0.1,Playstation
VIRTUAL PRO WRESTLING,PS,1996,Fighting,0.0,0.0,0.09,0.01,71.0,75.0,,0.09999999999999999,Playstation
RAPALA PRO BASS FISHING 2010,DS,2010,Sports,0.09,0.0,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
SHADOW TOWER,PS,1998,Role-Playing,0.01,0.01,0.07,0.01,71.0,75.0,,0.1,Playstation
DIGIMON WORLD DS,DS,2006,Role-Playing,0.09,0.0,0.0,0.01,71.0,76.0,E10+,0.09999999999999999,Nintendo
CSI HARD EVIDENCE,X360,2007,Adventure,0.07,0.02,0.0,0.01,71.0,75.0,,0.1,Xbox
MYSIMS SKYHEROES,X360,2010,Action,0.09,0.0,0.0,0.01,56.0,55.0,E10+,0.09999999999999999,Xbox
FORD RACING 3,DS,2005,Racing,0.09,0.0,0.0,0.01,49.0,75.0,E,0.09999999999999999,Nintendo
ICE AGE 2 THE MELTDOWN,XB,2006,Platform,0.07,0.02,0.0,0.0,68.0,75.0,E10+,0.09000000000000001,Xbox
GUILTY GEAR ISUKA,PS2,2004,Fighting,0.05,0.04,0.0,0.01,73.0,75.0,T,0.09999999999999999,Playstation
THE SECRET SATURDAYS BEASTS OF THE 5TH SUN,Wii,2009,Action,0.09,0.0,0.0,0.01,60.0,75.0,E10+,0.09999999999999999,Nintendo
HORSE LIFE ADVENTURES,DS,2008,Simulation,0.08,0.01,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
THE IDOLMASTER PLATINUM STARS,PS4,2016,Simulation,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
JIKKYOU POWERFUL PRO YAKYUU 2013,PSV,2013,Sports,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
TORNADO OUTBREAK,Wii,2009,Action,0.09,0.0,0.0,0.01,71.0,82.0,E10+,0.09999999999999999,Nintendo
SHADOW MASTER,PS,1997,Adventure,0.05,0.04,0.0,0.01,71.0,75.0,,0.09999999999999999,Playstation
GLOBAL TOURING CHALLENGE AFRICA,PS2,2001,Racing,0.05,0.04,0.0,0.01,64.0,75.0,E,0.09999999999999999,Playstation
SHOVEL KNIGHT,WiiU,2015,Platform,0.05,0.04,0.0,0.01,88.0,83.0,E,0.09999999999999999,Nintendo
MAKAI SHIN TRILLION,PSV,2014,Role-Playing,0.02,0.01,0.06,0.01,71.0,75.0,,0.09999999999999999,Playstation
TOKIMEKI MEMORIAL TAISEN PAZURUDAMA,PS,1996,Puzzle,0.0,0.0,0.09,0.01,71.0,75.0,,0.09999999999999999,Playstation
DIGIMON WORLD NEXT ORDER,PSV,2016,Action,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
WHO WANTS TO BE A MILLIONAIRE?,X360,2011,Misc,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Xbox
THE SECRET SATURDAYS BEASTS OF THE 5TH SUN,PSP,2009,Action,0.08,0.0,0.0,0.01,71.0,75.0,E10+,0.09,Playstation
OPERATION ABYSS NEW TOKYO LEGACY,PSV,2014,Role-Playing,0.02,0.0,0.06,0.01,66.0,73.0,M,0.09,Playstation
SKYLANDERS SPYRO'S ADVENTURE,PC,2011,Action,0.05,0.03,0.0,0.01,71.0,35.0,E10+,0.09,PC
MAN VS WILD,X360,2011,Action,0.09,0.0,0.0,0.01,71.0,46.0,T,0.09999999999999999,Xbox
CIEL NOSURGE USHINAWARETA HOSHI E SASAGU UTA,PSV,2012,Adventure,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
WATCHMEN THE END IS NIGH PART 1 & 2,X360,2009,Action,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Xbox
MOTOGP 2,XB,2003,Racing,0.07,0.02,0.0,0.0,87.0,85.0,E,0.09000000000000001,Xbox
PRO YAKYUU FAMISTA DS,DS,2007,Sports,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
ICARLY 2 IJOIN THE CLICK!,Wii,2010,Adventure,0.08,0.01,0.0,0.01,71.0,90.0,E,0.09999999999999999,Nintendo
ULTIMATE MUSCLE - THE KINNIKUMAN LEGACY THE PATH OF THE SUPERHERO,GBA,2002,Fighting,0.05,0.02,0.03,0.0,71.0,75.0,,0.1,Nintendo
GUNDAM BREAKER 3,PS4,2016,Action,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
ETRIAN ODYSSEY 2 UNTOLD KNIGHT OF FAFNIR,3DS,2014,Role-Playing,0.07,0.02,0.0,0.01,71.0,75.0,,0.1,Nintendo
PAWS & CLAWS PET VET,Wii,2009,Simulation,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
DORA'S COOKING CLUB,DS,2010,Misc,0.08,0.01,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
HEATSEEKER,Wii,2007,Action,0.08,0.0,0.0,0.01,62.0,62.0,T,0.09,Nintendo
AR TONELICO MELODY OF ELEMIA,PS2,2006,Role-Playing,0.0,0.0,0.1,0.0,71.0,77.0,T,0.1,Playstation
SOL TRIGGER,PSP,2012,Role-Playing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Playstation
CASTLEVANIA DOUBLE PACK,GBA,2006,Platform,0.07,0.03,0.0,0.0,86.0,84.0,T,0.1,Nintendo
BALLISTIC ECKS VS SEVER,GBA,2002,Shooter,0.07,0.03,0.0,0.0,71.0,75.0,,0.1,Nintendo
SAMURAI WARRIORS 4 EMPIRES,PS4,2015,Action,0.02,0.01,0.06,0.01,71.0,65.0,T,0.09999999999999999,Playstation
JIKKYOU POWERFUL PRO YAKYUU 11,GC,2004,Sports,0.0,0.0,0.09,0.0,71.0,75.0,,0.09,Nintendo
NINJA REFLEX,DS,2008,Action,0.09,0.0,0.0,0.01,54.0,75.0,E10+,0.09999999999999999,Nintendo
STEEL BATTALION,XB,2002,Simulation,0.05,0.02,0.02,0.0,83.0,85.0,T,0.09000000000000001,Xbox
STREET FIGHTER COLLECTION,PS,1997,Fighting,0.0,0.0,0.09,0.01,71.0,75.0,,0.09999999999999999,Playstation
ALVIN AND THE CHIPMUNKS THE SQUEAKQUEL,Wii,2009,Misc,0.09,0.0,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
DIGIMON STORY SUPER XROS WARS BLUE/RED,DS,2011,Role-Playing,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
POWER STONE COLLECTION,PSP,2006,Action,0.08,0.0,0.0,0.01,74.0,68.0,T,0.09,Playstation
CARTOON NETWORK PUNCH TIME EXPLOSION,3DS,2011,Fighting,0.07,0.02,0.0,0.01,58.0,59.0,E10+,0.1,Nintendo
TENNIS NO OJI-SAMA MOTTO GAKUENSAI NO OUJI-SAMA - MORE SWEET EDITION,DS,2010,Sports,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
BEJEWELED TWIST,DS,2010,Puzzle,0.0,0.08,0.0,0.01,77.0,75.0,E,0.09,Nintendo
BLAST WORKS BUILD TRADE DESTROY,Wii,2008,Shooter,0.09,0.0,0.0,0.01,78.0,77.0,E,0.09999999999999999,Nintendo
MX SUPERFLY FEATURING RICKY CARMICHAEL,XB,2002,Racing,0.07,0.02,0.0,0.0,71.0,75.0,,0.09000000000000001,Xbox
GOKUHOU!! MECHA MOTE IINCHOU MM TOWN DE MIRACLE CHANGE!,DS,2009,Simulation,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
SNK VS CAPCOM CARD FIGHTERS DS,DS,2006,Strategy,0.09,0.0,0.0,0.01,48.0,48.0,T,0.09999999999999999,Nintendo
KUROKO'S BASKETBALL MIRACLE GAME,3DS,2014,Sports,0.0,0.0,0.1,0.0,71.0,75.0,,0.1,Nintendo
MEDIEVAL II TOTAL WAR,PC,2006,Strategy,0.0,0.08,0.0,0.02,88.0,89.0,T,0.1,PC
LEGO STAR WARS THE FORCE AWAKENS,PSV,2016,Action,0.01,0.06,0.01,0.02,71.0,71.0,E10+,0.09999999999999999,Playstation
DARKEST OF DAYS,X360,2009,Shooter,0.09,0.0,0.0,0.01,44.0,48.0,M,0.09999999999999999,Xbox
SKYLANDERS IMAGINATORS,XOne,2016,Platform,0.05,0.04,0.0,0.01,78.0,60.0,E10+,0.09999999999999999,Xbox
MINORITY REPORT EVERYBODY RUNS,XB,2002,Action,0.07,0.02,0.0,0.0,54.0,50.0,T,0.09000000000000001,Xbox
NASCAR,PSP,2006,Racing,0.09,0.0,0.0,0.01,66.0,53.0,E,0.09999999999999999,Playstation
THE VOICE,WiiU,2014,Action,0.08,0.0,0.0,0.01,71.0,75.0,,0.09,Nintendo
ONE PIECE BURNING BLOOD,PSV,2016,Fighting,0.0,0.02,0.07,0.0,62.0,78.0,T,0.09000000000000001,Playstation
SHOX,PS2,2002,Racing,0.05,0.04,0.0,0.01,78.0,75.0,E,0.09999999999999999,Playstation
RIO,X360,2011,Misc,0.05,0.03,0.0,0.01,60.0,70.0,E10+,0.09,Xbox
GUNDAM BREAKER,PSV,2013,Action,0.0,0.0,0.09,0.0,71.0,75.0,,0.09,Playstation
UNOU NO TATSUJIN SOUKAI! MACHIGAI MUSEUM 2,DS,2007,Misc,0.0,0.0,0.09,0.0,71.0,75.0,,0.09,Nintendo
KINIRO NO CORDA 3,PSP,2010,Adventure,0.0,0.0,0.09,0.0,71.0,75.0,,0.09,Playstation
PLAYBOY THE MANSION,XB,2005,Simulation,0.07,0.02,0.0,0.0,61.0,41.0,M,0.09000000000000001,Xbox
NEO ATLAS,PS,1998,Strategy,0.0,0.0,0.09,0.01,71.0,75.0,,0.09999999999999999,Playstation
DISNEY'S ALADDIN IN NASIRA'S REVENGE,PS,2000,Action,0.05,0.04,0.0,0.01,61.0,83.0,E,0.09999999999999999,Playstation
SEAWORLD ADVENTURE PARKS SHAMU'S DEEP SEA ADVENTURE,GC,2005,Adventure,0.07,0.02,0.0,0.0,71.0,75.0,,0.09000000000000001,Nintendo
SQUINKIES 2 ADVENTURE MALL SURPRIZE!,DS,2011,Platform,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Nintendo
WINNING POST 6,PS2,2003,Sports,0.0,0.0,0.09,0.0,71.0,75.0,,0.09,Playstation
WHACKED!,XB,2002,Misc,0.07,0.02,0.0,0.0,71.0,75.0,,0.09000000000000001,Xbox
BARNYARD,PS2,2006,Action,0.05,0.04,0.0,0.01,62.0,87.0,E10+,0.09999999999999999,Playstation
ULTIMATE MARVEL VS CAPCOM 3,PS3,2011,Fighting,0.0,0.04,0.04,0.01,80.0,62.0,T,0.09,Playstation
MINDJACK,X360,2011,Shooter,0.07,0.02,0.0,0.01,43.0,12.0,M,0.1,Xbox
PAC-MAN WORLD 3,GC,2005,Platform,0.07,0.02,0.0,0.0,66.0,73.0,E,0.09000000000000001,Nintendo
THINKSMART,DS,2010,Misc,0.09,0.0,0.0,0.01,71.0,75.0,E,0.09999999999999999,Nintendo
NATIONAL GEOGRAPHIC CHALLENGE!,Wii,2011,Misc,0.07,0.02,0.0,0.01,71.0,75.0,,0.1,Nintendo
ROCKY,GC,2002,Fighting,0.07,0.02,0.0,0.0,74.0,75.0,T,0.09000000000000001,Nintendo
GLORY DAYS 2,DS,2007,Strategy,0.08,0.0,0.0,0.01,73.0,73.0,E10+,0.09,Nintendo
JUST DANCE 2017,WiiU,2016,Misc,0.03,0.06,0.0,0.01,71.0,75.0,E10+,0.09999999999999999,Nintendo
BRAIN AGE CONCENTRATION TRAINING,3DS,2012,Puzzle,0.09,0.0,0.0,0.01,71.0,79.0,E,0.09999999999999999,Nintendo
CRASH 'N' BURN,XB,2004,Racing,0.07,0.02,0.0,0.0,65.0,64.0,T,0.09000000000000001,Xbox
NFL BLITZ 20-02,XB,2002,Sports,0.07,0.02,0.0,0.0,77.0,75.0,E,0.09000000000000001,Xbox
NATGEO CHALLENGE! WILD LIFE,PS3,2010,Misc,0.05,0.03,0.0,0.01,71.0,75.0,,0.09,Playstation
METAL FIGHT BEYBLADE,DS,2009,Action,0.0,0.0,0.09,0.0,71.0,75.0,,0.09,Nintendo
ROBOTS,XB,2005,Action,0.07,0.02,0.0,0.0,60.0,75.0,E,0.09000000000000001,Xbox
KUNG FU PANDA 2,PS3,2011,Action,0.04,0.04,0.0,0.01,71.0,75.0,,0.09,Playstation
PAC-MAN AND THE GHOSTLY ADVENTURES 2,PS3,2014,Adventure,0.05,0.03,0.0,0.02,59.0,63.0,E10+,0.1,Playstation
HAKUOKI DEMON OF THE FLEETING BLOSSOM,PSP,2009,Adventure,0.08,0.0,0.0,0.01,79.0,83.0,M,0.09,Playstation
FIELD & STREAM TOTAL OUTDOORSMAN CHALLENGE,X360,2010,Sports,0.09,0.0,0.0,0.01,71.0,75.0,,0.09999999999999999,Xbox
SPEED KINGS,PS2,2003,Racing,0.05,0.04,0.0,0.01,61.0,78.0,E,0.09999999999999999,Playstation
DUNGEONS,PC,2011,Strategy,0.07,0.02,0.0,0.01,65.0,46.0,M,0.1,PC
